candidate_id,candidate_name,job_role,education,experience_years,resume_skills
2763,Xiti Ganesan,Data Scientist,M.Tech,0,"communication, aws, sql, data analysis"
2764,Dominic Jaggi,Data Scientist,B.Tech,8,"git, python, machine learning, data analysis"
2765,Brijesh Ratti,Software Engineer,B.Sc,3,"aws, java"
2766,Harita Ghosh,AI Engineer,B.Tech,7,"c++, power bi"
2767,Jagvi Buch,Data Analyst,B.Sc,10,"excel, tableau"
2768,Girik Sura,Software Engineer,B.Tech,8,"aws, git, react"
2769,Udant Chandra,Software Engineer,B.Sc,10,"linux, java, react, c++, numpy, power bi"
2770,Dominic Dixit,Data Scientist,MCA,10,"aws, excel, python, react"
2771,Nidhi Kala,System Administrator,B.Tech,9,"aws, linux, power bi"
2772,Ishaan Chahal,Software Engineer,B.Tech,5,"aws, tableau, java, git, communication, c++"
2773,Arya Jha,Data Scientist,B.Tech,8,"python, django, tableau"
2774,Urishilla Hari,Software Engineer,MCA,5,"c++, django, java"
2775,Sanaya Pathak,Data Analyst,B.Sc,8,"aws, data analysis, numpy, excel, python"
2776,Waida Misra,System Administrator,B.Tech,8,"aws, linux, django"
2777,Diya Vora,AI Engineer,B.Tech,5,"aws, c++, django, pandas"
2778,Chaaya Pingle,System Administrator,MCA,1,"aws, excel"
2779,Alexander Gour,Web Developer,B.Tech,1,"communication, javascript"
2780,Harish Natt,Data Scientist,B.Sc,0,"aws, data analysis, numpy, excel, python"
2781,Nathaniel Nadkarni,Data Analyst,B.Sc,7,"data analysis, power bi, excel, pandas, sql"
2782,Damini Prabhakar,Web Developer,B.Tech,3,"aws, linux, html, communication, javascript"
2783,Hemangini Din,System Administrator,B.Tech,1,"aws, git, react, excel, python"
2784,Victor Saran,Web Developer,B.Sc,0,"django, aws, git, javascript"
2785,Champak Puri,Data Scientist,MCA,1,"linux, git, machine learning, react, python"
2786,Onkar Patla,System Administrator,M.Tech,8,"aws, communication, linux, pandas"
2787,Yadavi Handa,Software Engineer,MCA,2,"aws, linux, git, numpy, excel"
2788,Lakshmi Memon,Software Engineer,MCA,4,"linux, tableau, java"
2789,Panini Sarin,Web Developer,MCA,6,"django, javascript"
2790,Siya Bahl,AI Engineer,MCA,0,"django, git, python, machine learning"
2791,Xavier Halder,Data Scientist,B.Tech,9,"communication, python, machine learning, sql"
2792,Aishani Saran,Data Scientist,B.Tech,9,"aws, python, tableau, numpy"
2793,Bina Chopra,System Administrator,B.Sc,3,"aws, excel"
2794,Rushil Gera,Data Analyst,B.Tech,9,"git, excel, react, data analysis"
2795,Chavvi Kade,AI Engineer,B.Sc,0,"aws, pandas"
2796,Anusha Lad,System Administrator,B.Tech,3,"linux, git, python"
2797,Indrajit Babu,Software Engineer,B.Tech,4,"communication, power bi, java, tableau"
2798,Jagdish Sekhon,Software Engineer,B.Sc,0,"communication, git, java"
2799,Avi Gaba,Data Analyst,B.Tech,0,"linux, data analysis, react, excel, python"
2800,Michael Nazareth,Data Scientist,M.Tech,9,"aws, python, power bi"
2801,Warhi Dalal,Web Developer,B.Sc,0,"linux, excel, css"
2802,Victor Dey,Data Analyst,B.Sc,10,"linux, data analysis, react, excel, python, pandas"
2803,Qarin Shenoy,Data Scientist,MCA,4,"python, git"
2804,Patrick Lalla,Web Developer,B.Tech,2,"power bi, react, css"
2805,Niharika Gandhi,Data Analyst,M.Tech,3,"data analysis, numpy, django, power bi, sql"
2806,Bina Bath,Software Engineer,B.Tech,2,"aws, c++, excel"
2807,Rudra Doctor,Software Engineer,B.Tech,7,"c++, numpy, excel, java"
2808,Quincy Palan,Data Scientist,B.Sc,3,"linux, data analysis"
2809,Darika Tak,Web Developer,B.Sc,6,"aws, html, excel, react"
2810,Harish Bakshi,AI Engineer,B.Tech,7,"aws, tableau, git, machine learning, communication"
2811,Sai Andra,Data Analyst,B.Sc,1,"tableau, data analysis, django, excel, python"
2812,Dipta Raj,System Administrator,MCA,8,"aws, excel"
2813,Neelima Sura,Data Scientist,MCA,2,"numpy, sql"
2814,Robert Borra,Data Scientist,M.Tech,6,"tableau, data analysis, numpy, python, sql"
2815,Anvi Suri,AI Engineer,B.Sc,5,"c++, linux, machine learning, numpy"
2816,Ikshita Saha,Data Scientist,B.Sc,6,"linux, data analysis, excel, power bi, sql"
2817,Saanvi Prabhakar,System Administrator,B.Tech,1,"aws, linux, power bi, pandas"
2818,Tejas Vasa,Web Developer,MCA,9,"numpy, javascript"
2819,Yashawini Aurora,AI Engineer,MCA,7,"aws, python, excel, pandas"
2820,Jyoti Lall,Data Scientist,B.Sc,3,"python, pandas, data analysis"
2821,Krishna Sridhar,AI Engineer,M.Tech,6,"machine learning, react, communication, c++, python"
2822,Indira Garg,AI Engineer,MCA,1,"aws, linux, c++, power bi, pandas"
2823,Ishani Devi,Software Engineer,MCA,4,"c++, react"
2824,Omisha Kapadia,AI Engineer,M.Tech,6,"machine learning, tableau"
2825,Dominic Kannan,System Administrator,B.Tech,9,"aws, django"
2826,Hamsini Vaidya,Data Scientist,MCA,9,"aws, python, excel, sql"
2827,Janaki Saha,Data Analyst,B.Tech,2,"python, power bi, sql"
2828,Gopal Ghosh,System Administrator,MCA,10,"aws, tableau, pandas"
2829,Chasmum Mangal,Data Analyst,B.Sc,6,"git, excel, tableau"
2830,Henry Varkey,Web Developer,M.Tech,6,"html, power bi, css"
2831,Kevin Chaudhuri,Web Developer,B.Tech,7,"html, git, numpy, power bi, javascript"
2832,Zilmil Seshadri,Data Analyst,M.Tech,8,"linux, excel"
2833,Charan Dubey,AI Engineer,MCA,5,"aws, c++, python, excel"
2834,Raagini Saraf,Web Developer,MCA,6,"aws, django, css, javascript, pandas"
2835,Upkaar Cheema,Data Analyst,M.Tech,1,"tableau, data analysis, react, django, python"
2836,Kritika Kar,System Administrator,B.Tech,7,"linux, numpy"
2837,Ekta Gour,Data Analyst,M.Tech,5,"numpy, django, sql"
2838,Ubika Dara,Data Scientist,MCA,4,"python, git, sql, data analysis"
2839,Harshil Dora,System Administrator,M.Tech,8,linux
2840,Farhan Bala,Data Analyst,M.Tech,9,"git, tableau, sql, pandas"
2841,Vedhika Hora,AI Engineer,B.Tech,6,"aws, machine learning"
2842,Harish Misra,AI Engineer,MCA,10,"aws, linux, machine learning, numpy"
2843,Rajeshri Srivastava,AI Engineer,B.Tech,7,"numpy, machine learning, tableau, pandas"
2844,Suhani Butala,AI Engineer,B.Tech,8,"machine learning, pandas"
2845,Liam Sastry,Data Scientist,B.Sc,4,"aws, linux, tableau, machine learning, python"
2846,Udyati Nori,Data Analyst,B.Tech,6,"aws, linux, data analysis, numpy"
2847,Samaksh Badami,Data Scientist,B.Tech,5,"python, git, data analysis"
2848,Chandani Randhawa,Software Engineer,MCA,9,"linux, java, react, excel, pandas"
2849,Liam Ramakrishnan,Software Engineer,M.Tech,9,"aws, tableau, c++, numpy, pandas"
2850,Ranbir Basu,Web Developer,B.Tech,1,"aws, linux, javascript, pandas"
2851,Idika Palla,Data Analyst,B.Tech,8,"tableau, data analysis, react, excel, pandas"
2852,Yatan Basak,Data Scientist,M.Tech,4,"communication, python, git, tableau"
2853,Hemangini Deo,System Administrator,B.Tech,0,"aws, python, git"
2854,Yashvi Buch,Data Analyst,MCA,4,"tableau, communication, excel, python, sql"
2855,Sanya Agate,AI Engineer,MCA,8,"python, machine learning, power bi, pandas"
2856,Amrita Ram,AI Engineer,MCA,1,"aws, c++, power bi, communication"
2857,Jonathan Bhat,AI Engineer,MCA,5,"aws, machine learning, react, c++, excel"
2858,Wazir Sachdev,AI Engineer,MCA,5,"aws, linux, machine learning, c++, django, python"
2859,Yug Gill,AI Engineer,MCA,6,"c++, tableau"
2860,Kalpit Nayak,System Administrator,MCA,2,"python, numpy"
2861,Sudiksha Ben,Web Developer,M.Tech,7,"aws, html, tableau, css"
2862,Ayushman Bhardwaj,Software Engineer,MCA,8,"linux, java"
2863,Deepa Chahal,Web Developer,M.Tech,1,"html, power bi"
2864,Nidra Banik,Web Developer,M.Tech,9,"linux, tableau, html, git, css"
2865,Samuel Vig,Data Analyst,MCA,8,"aws, data analysis, excel, power bi, python"
2866,Dhriti Bora,Data Scientist,B.Tech,1,"aws, linux, data analysis, machine learning, pandas, sql"
2867,Nandini Cherian,System Administrator,B.Tech,1,"linux, django"
2868,Bhavya Oak,Data Analyst,MCA,10,"linux, tableau, excel, power bi, python"
2869,Anita Bhasin,System Administrator,MCA,6,"aws, python, django"
2870,Daksha Swamy,System Administrator,M.Tech,5,"aws, linux, react, django, python"
2871,Ubika Ramaswamy,Software Engineer,MCA,2,"linux, tableau"
2872,Anjali Rao,Data Analyst,MCA,8,"python, pandas"
2873,Jacob Kaur,System Administrator,B.Sc,0,"aws, communication, python, numpy"
2874,Watika Ganesh,AI Engineer,M.Tech,0,"c++, linux, machine learning, react"
2875,Leena Chacko,AI Engineer,B.Sc,5,"tableau, machine learning, communication, c++, python"
2876,Mason Kala,Data Analyst,MCA,5,"python, sql, pandas"
2877,Ranbir Dhillon,Data Analyst,B.Sc,0,"numpy, excel, sql, data analysis"
2878,Dalaja Badal,AI Engineer,M.Tech,10,"machine learning, c++, django, power bi, excel, python"
2879,Rajeshri Mani,AI Engineer,MCA,2,"git, c++, machine learning"
2880,Chandran Sankaran,Software Engineer,MCA,5,"c++, django, java"
2881,Frederick Bhasin,Data Scientist,M.Tech,9,"aws, communication, excel, python, sql"
2882,Aarnav Narula,Data Analyst,MCA,9,"aws, git, tableau, data analysis"
2883,Veer Sathe,Web Developer,B.Tech,3,"communication, html, power bi"
2884,Jagvi Dora,Data Scientist,M.Tech,1,"machine learning, excel, data analysis"
2885,Sneha Kannan,Software Engineer,B.Sc,9,"aws, communication, java"
2886,Fitan Solanki,Software Engineer,M.Tech,8,"aws, communication"
2887,Amara Madan,AI Engineer,M.Tech,10,"aws, python, numpy"
2888,Banjeet Kala,AI Engineer,MCA,6,"aws, c++, python, tableau"
2889,Samesh Chawla,Data Scientist,B.Sc,5,"aws, git, react, python, sql"
2890,Aadi Soman,System Administrator,MCA,5,"django, python, linux, react"
2891,Chaman Mitra,Data Scientist,M.Tech,8,"python, machine learning, react, pandas"
2892,Manya Krishnan,System Administrator,M.Tech,8,"aws, linux, django, excel, power bi"
2893,Xavier Ramesh,Data Analyst,B.Tech,9,"linux, data analysis, django, power bi, excel"
2894,Dalaja Gour,Data Analyst,B.Tech,5,"power bi, git, excel"
2895,Darika Kohli,Software Engineer,MCA,10,"c++, linux, react"
2896,Matthew Solanki,Web Developer,MCA,8,"javascript, pandas"
2897,Ranbir Mutti,System Administrator,M.Tech,0,"linux, git, react, numpy"
2898,Zansi Rau,Data Analyst,B.Sc,7,"python, linux, tableau, pandas"
2899,Geetika Maharaj,Data Scientist,B.Sc,8,"linux, tableau, react, python, sql"
2900,Tanveer Wali,AI Engineer,B.Tech,4,"aws, machine learning, react, power bi, pandas"
2901,Neel Keer,System Administrator,B.Tech,2,"aws, linux, python"
2902,Ayushman Date,AI Engineer,B.Sc,6,"django, c++, machine learning, power bi"
2903,Nidhi Devan,Software Engineer,M.Tech,10,"django, linux, git, java"
2904,Chanakya Contractor,Software Engineer,B.Sc,5,"aws, linux, react"
2905,Isaiah Suri,Software Engineer,M.Tech,4,"aws, numpy, excel, java"
2906,Chakradhar Behl,Data Analyst,B.Tech,10,"communication, aws, excel, pandas"
2907,Vihaan Dalal,System Administrator,MCA,9,"communication, linux"
2908,Darpan Ratti,AI Engineer,B.Tech,5,"aws, numpy"
2909,Ekbal Bhandari,Data Analyst,B.Sc,1,"aws, python, django, data analysis"
2910,Mitali Zachariah,Software Engineer,B.Sc,5,"aws, linux, numpy, django, excel"
2911,Bina Bala,Data Scientist,B.Sc,10,"machine learning, react"
2912,Veer Barad,Web Developer,M.Tech,1,"html, numpy, pandas, css"
2913,Timothy Sant,Web Developer,B.Tech,2,"linux, django, css"
2914,Nachiket Bora,Web Developer,B.Sc,7,"communication, numpy, css"
2915,Dhriti Balasubramanian,Data Scientist,B.Sc,6,"python, machine learning, tableau, sql"
2916,Yasti Raju,Web Developer,B.Tech,9,"html, power bi, pandas"
2917,Nidhi Anne,AI Engineer,B.Sc,8,"c++, python, django, excel"
2918,Aadhya Shetty,AI Engineer,M.Tech,0,"aws, python, excel, tableau"
2919,Girish Bala,Data Analyst,B.Tech,4,"python, git, tableau"
2920,Upadhriti Dixit,System Administrator,B.Tech,5,"aws, linux, git, numpy, python"
2921,Chasmum Warrior,Software Engineer,B.Tech,9,"java, git, c++, numpy, power bi"
2922,Ojas Chana,AI Engineer,B.Sc,7,"machine learning, tableau, pandas"
2923,Shravya Wali,AI Engineer,MCA,4,"aws, linux, machine learning, django, python"
2924,Gabriel Lalla,AI Engineer,B.Tech,5,"aws, git, c++, django, python"
2925,Kiaan Kata,Software Engineer,MCA,7,"communication, linux, django"
2926,Chanchal Bora,AI Engineer,MCA,6,"python, django, pandas"
2927,Amara Brar,AI Engineer,MCA,2,"aws, communication"
2928,Siddharth Kalla,Data Scientist,MCA,6,"python, machine learning, excel, sql"
2929,Ekaraj Deol,Software Engineer,M.Tech,3,"linux, excel, pandas, tableau"
2930,Xavier Balay,Data Analyst,M.Tech,2,"tableau, data analysis, communication, excel, power bi, python"
2931,Ekansh Chawla,AI Engineer,B.Sc,8,"aws, python, pandas"
2932,Jackson Morar,Web Developer,MCA,4,"numpy, javascript, css"
2933,Pushti Mane,AI Engineer,B.Sc,1,"aws, git, machine learning, power bi, python"
2934,Bina Dass,Web Developer,MCA,10,"aws, javascript, tableau, css"
2935,Lakshit Wason,Data Analyst,B.Tech,10,"python, react, sql"
2936,Rushil Dani,System Administrator,MCA,7,"python, linux, react, pandas"
2937,Faraj Kamdar,System Administrator,B.Sc,3,"python, numpy"
2938,Ethan Lall,Data Scientist,B.Tech,4,"aws, machine learning, numpy, power bi, sql"
2939,Nitara Dass,AI Engineer,B.Tech,0,"aws, linux, c++, numpy, excel"
2940,Logan Batra,AI Engineer,MCA,0,"aws, linux, c++, django, power bi, python"
2941,Nandini Bawa,AI Engineer,B.Tech,9,"aws, tableau, machine learning, c++, numpy, python"
2942,Kritika Mall,Data Analyst,M.Tech,8,"git, excel"
2943,Indira Kaul,AI Engineer,M.Tech,3,"git, machine learning"
2944,Urmi Tripathi,AI Engineer,M.Tech,5,"aws, python, linux, power bi"
2945,Vrishti Sagar,Software Engineer,B.Tech,5,"communication, java"
2946,Bhavika Chakrabarti,Software Engineer,B.Tech,2,"excel, linux, tableau, pandas"
2947,Upadhriti Varughese,Data Scientist,M.Tech,8,"git, machine learning, sql, data analysis"
2948,Kiaan Bera,Data Scientist,B.Sc,8,"linux, data analysis, machine learning, django, python"
2949,Lavanya Kumer,System Administrator,B.Sc,2,"aws, linux, tableau"
2950,Ishita Dar,Software Engineer,B.Tech,0,"git, java, pandas"
2951,Ridhi Talwar,AI Engineer,M.Tech,1,"django, numpy, machine learning, power bi"
2952,Falguni Dube,System Administrator,M.Tech,8,"linux, power bi"
2953,Pratyush Issac,Software Engineer,MCA,5,"linux, tableau, java, c++, power bi"
2954,Chavvi Bera,System Administrator,B.Sc,8,"aws, linux, django, power bi"
2955,William Bal,Data Scientist,B.Sc,0,"python, data analysis, numpy"
2956,Shaurya Iyengar,System Administrator,MCA,0,"linux, git, react, django, python"
2957,Jagdish Pai,System Administrator,MCA,6,"python, react, tableau"
2958,Aahana Trivedi,Software Engineer,MCA,7,"linux, tableau, java, communication, c++, excel"
2959,Faqid Shroff,Data Analyst,MCA,10,"react, python, excel, sql"
2960,Charles Raghavan,Data Analyst,M.Tech,0,"python, excel, sql, tableau"
2961,Omya Narayanan,System Administrator,M.Tech,7,"aws, python, excel, pandas"
2962,Wazir Setty,Software Engineer,B.Tech,4,"aws, c++, pandas"
2963,Riya Bajaj,System Administrator,MCA,10,"aws, linux, communication, numpy, django"
2964,Wakeeta Rau,Data Analyst,MCA,0,"linux, git, excel, python, sql"
2965,Vasudha Biswas,AI Engineer,MCA,0,"tableau, machine learning, c++, django, power bi"
2966,Wriddhish Golla,AI Engineer,B.Sc,4,"communication, c++, python, linux"
2967,Panini Jani,Data Scientist,M.Tech,6,"git, python, machine learning, sql"
2968,Sachi Jani,Software Engineer,B.Sc,2,"aws, linux, c++, numpy, excel, pandas"
2969,Neel Sani,System Administrator,B.Tech,6,"aws, linux, django"
2970,Mekhala Bhatti,Web Developer,MCA,0,"html, numpy, excel"
2971,Samesh Rau,Software Engineer,B.Tech,3,"c++, power bi"
2972,Jackson Mutti,AI Engineer,MCA,10,"python, power bi, numpy"
2973,Gopal Ranganathan,AI Engineer,B.Tech,1,"aws, machine learning, pandas"
2974,Vedika Parsa,Data Analyst,M.Tech,4,"communication, linux, excel, data analysis"
2975,Prisha Khanna,System Administrator,B.Sc,4,"aws, linux, excel"
2976,Indrajit Lal,Data Analyst,B.Sc,10,"python, excel, react, tableau"
2977,Udarsh Dayal,Software Engineer,B.Tech,5,"linux, power bi, react"
2978,Liam Sinha,Software Engineer,B.Tech,9,"aws, linux, tableau, java, excel"
2979,Chakradhar Pradhan,Software Engineer,B.Tech,0,"c++, linux, java"
2980,Vasana Uppal,AI Engineer,M.Tech,7,"aws, c++, numpy"
2981,Dayita Choudhry,Software Engineer,B.Tech,2,"linux, tableau, git, react, c++"
2982,Triya Dada,Web Developer,B.Sc,8,"communication, javascript, react"
2983,Charan Mukhopadhyay,Data Analyst,B.Tech,4,"data analysis, react, excel, python, sql"
2984,Vasana Manda,Web Developer,MCA,9,"aws, html, git, django"
2985,Aayush Samra,AI Engineer,MCA,10,"aws, machine learning, react, pandas"
2986,Suhani Sibal,Data Scientist,M.Tech,7,"aws, python, sql, data analysis"
2987,Upasna Khatri,Data Analyst,B.Sc,0,"react, data analysis, tableau"
2988,Ayushman Kapoor,Data Analyst,B.Sc,9,"linux, excel, sql"
2989,Urishilla Bahl,Data Analyst,B.Tech,6,"python, git"
2990,Kavya Bhasin,AI Engineer,B.Sc,4,"aws, linux, machine learning, django, excel"
2991,Bishakha Chahal,Data Analyst,MCA,2,"aws, excel, sql"
2992,Laban Deshpande,Data Analyst,M.Tech,2,"data analysis, git, power bi, python, pandas"
2993,Bhavika Bhatia,Software Engineer,M.Tech,9,"aws, linux, django"
2994,Ishita Choudhury,Web Developer,B.Sc,3,"html, numpy, power bi"
2995,Maanav Joshi,System Administrator,M.Tech,4,"linux, git, excel"
2996,Rudra Gill,Software Engineer,M.Tech,10,"aws, linux, power bi, java"
2997,Zarna Nagar,Data Analyst,MCA,10,"django, excel"
2998,Indrajit Chakraborty,AI Engineer,MCA,1,"aws, machine learning, c++, django, excel, python"
2999,Bhavna Nagi,Software Engineer,B.Sc,7,"aws, java, react, excel, pandas"
3000,Saumya Rama,Software Engineer,MCA,7,"aws, java, react, communication, c++, numpy"
3001,Noah Sastry,Software Engineer,MCA,10,"linux, power bi, java, pandas"
3002,Amol Dhillon,System Administrator,MCA,2,"python, tableau, numpy"
3003,Siddharth Tiwari,Data Scientist,B.Tech,4,"git, machine learning, tableau, data analysis"
3004,Ranbir Mangal,AI Engineer,B.Tech,1,"django, c++, python, machine learning"
3005,Lavanya Tak,Web Developer,B.Sc,9,"git, javascript, pandas"
3006,Abdul Kaur,AI Engineer,B.Tech,1,"c++, python, pandas"
3007,Zaid Mallick,Web Developer,B.Sc,3,"html, power bi, css"
3008,Anita Shetty,Data Scientist,B.Tech,0,"aws, python, machine learning, data analysis"
3009,Azad Dhillon,Data Scientist,M.Tech,6,"linux, machine learning, communication, numpy, python"
3010,Dev Sood,Web Developer,B.Tech,6,"html, pandas"
3011,Orinder Khalsa,AI Engineer,M.Tech,10,"aws, tableau, machine learning, git, c++, numpy"
3012,Vanya Goswami,Data Analyst,B.Tech,6,"communication, numpy, sql, data analysis"
3013,Nirja Goyal,System Administrator,M.Tech,2,"aws, communication, python, numpy"
3014,Shivansh Amble,Web Developer,B.Tech,8,"django, power bi, css"
3015,Gauri Nayak,Data Scientist,MCA,8,"git, machine learning, sql, data analysis"
3016,Pahal Jani,AI Engineer,B.Tech,5,"django, c++, machine learning"
3017,Vedant Grewal,Data Analyst,B.Tech,7,"communication, python, data analysis, numpy"
3018,Harita Edwin,Software Engineer,B.Sc,1,"c++, linux, tableau"
3019,Neel Mani,AI Engineer,MCA,9,"aws, git, react, c++, python"
3020,Damini Rai,Web Developer,M.Tech,6,"aws, html, git, tableau"
3021,Anika Bala,AI Engineer,B.Sc,2,"c++, tableau"
3022,Libni Karnik,AI Engineer,B.Tech,7,"aws, git, django, react"
3023,Orinder Sura,AI Engineer,B.Tech,3,"aws, numpy, machine learning, django"
3024,Udyati Gupta,Data Scientist,M.Tech,4,"aws, machine learning, communication, django, python"
3025,Jagat Narula,Software Engineer,B.Sc,5,"communication, java"
3026,Tanveer Puri,AI Engineer,B.Sc,0,"aws, git, c++, power bi, python"
3027,Atharv Kulkarni,AI Engineer,B.Sc,8,"python, django, tableau, numpy"
3028,Chanakya Chakrabarti,Web Developer,MCA,7,"html, git, excel, react"
3029,Fitan Parsa,System Administrator,MCA,6,"aws, numpy"
3030,Pooja Dutta,Data Scientist,MCA,4,"aws, data analysis, machine learning, django, sql"
3031,Liam Handa,Web Developer,B.Tech,9,"html, git, communication, django, css"
3032,Rudra Thakur,Data Analyst,M.Tech,2,"django, excel, sql, pandas"
3033,Hritik Konda,Web Developer,B.Tech,5,"html, power bi, javascript, react"
3034,Waida Nagarajan,Data Analyst,M.Tech,1,"communication, excel, sql"
3035,Gaurav Lala,Web Developer,B.Sc,7,"html, power bi, css"
3036,Samaksh Kannan,AI Engineer,M.Tech,5,"aws, machine learning, tableau"
3037,Yagnesh Radhakrishnan,AI Engineer,B.Tech,8,"aws, react, c++, excel, power bi, python"
3038,Pushti Oza,System Administrator,B.Sc,3,"aws, python, git, react"
3039,Anirudh Char,Data Scientist,MCA,5,"communication, sql"
3040,Anthony Khurana,Data Analyst,B.Sc,1,"communication, tableau, pandas, data analysis"
3041,Jagrati Trivedi,Software Engineer,M.Tech,0,"java, react, c++, power bi, pandas"
3042,Lohit Dugar,Data Scientist,MCA,1,"linux, numpy, power bi, python, sql"
3043,Yasti Cherian,Data Scientist,B.Tech,0,"aws, power bi, sql, tableau"
3044,Chakradev Apte,System Administrator,B.Sc,8,"linux, tableau, numpy, excel, python"
3045,Falak Master,Data Scientist,B.Tech,3,"react, python, power bi, sql"
3046,Aryan Sankaran,Data Analyst,B.Tech,9,"aws, data analysis, git, python, sql"
3047,Rushil Mitra,Data Scientist,B.Sc,7,"aws, data analysis, machine learning, numpy, django"
3048,Arya Solanki,Software Engineer,B.Sc,1,"aws, linux, java, numpy, power bi"
3049,Max Mani,Software Engineer,B.Tech,5,"communication, linux, tableau, java"
3050,Anjali Kant,Data Scientist,B.Sc,1,"tableau, data analysis, machine learning, django, excel, python"
3051,Darpan Kuruvilla,Data Scientist,B.Sc,9,"power bi, sql"
3052,Amara Wason,Data Scientist,B.Tech,2,"git, machine learning, communication, django, python"
3053,Simon Radhakrishnan,Software Engineer,M.Tech,2,"c++, power bi, java"
3054,Sarthak Kara,Software Engineer,B.Tech,9,"aws, communication"
3055,Yashawini Nair,System Administrator,B.Tech,4,"aws, python, git"
3056,Inaya Oommen,Data Analyst,M.Tech,6,"communication, excel"
3057,Abhimanyu Bath,Data Scientist,MCA,1,"tableau, data analysis, numpy, python, pandas, sql"
3058,Andrew Chadha,Data Analyst,B.Tech,1,"aws, git, sql"
3059,Anthony Magar,System Administrator,B.Tech,2,"aws, git"
3060,Varenya Mohanty,Web Developer,B.Tech,9,"pandas, css"
3061,Kavya Zachariah,Data Analyst,B.Sc,8,"aws, numpy, power bi, excel, sql"
3062,Kashish Patel,Data Analyst,B.Sc,8,"aws, git, excel, react"
3063,Kala Sundaram,Data Analyst,B.Sc,6,"git, excel, sql"
3064,Lopa Wason,System Administrator,MCA,5,"aws, python, pandas"
3065,Mahika Madan,Software Engineer,B.Sc,7,"aws, linux, numpy"
3066,Balveer Konda,Software Engineer,MCA,0,"linux, django, react"
3067,Panini Zacharia,Software Engineer,B.Tech,4,"aws, linux, communication, c++, numpy"
3068,Adweta Kota,AI Engineer,B.Tech,9,"linux, machine learning, c++, power bi, python"
3069,Aditya More,Data Analyst,B.Sc,4,"communication, numpy, django, excel, python"
3070,Aditya Dhar,Data Scientist,B.Tech,0,"data analysis, machine learning, pandas, communication, numpy, sql"
3071,Sai Gola,Software Engineer,MCA,5,"aws, c++, tableau"
3072,Atharv Lad,System Administrator,M.Tech,5,linux
3073,Riya Choudhry,System Administrator,B.Sc,0,"linux, django, pandas"
3074,Ekaraj Vohra,Data Analyst,B.Sc,6,"excel, react, tableau"
3075,Timothy Chaudhry,System Administrator,MCA,2,"django, python, linux, numpy"
3076,Chasmum Sachdeva,Data Scientist,B.Tech,9,"python, react, power bi"
3077,Qushi Vig,AI Engineer,MCA,4,"aws, c++, python, pandas"
3078,Chandran Bandi,Software Engineer,M.Tech,1,"c++, linux, pandas, numpy"
3079,Zansi Parmar,System Administrator,B.Sc,4,"python, django, react, tableau"
3080,Hredhaan Ganesh,Data Analyst,MCA,6,"power bi, sql"
3081,Raghav Kant,AI Engineer,M.Tech,0,"aws, c++, python, django"
3082,Indira Mane,System Administrator,B.Tech,10,"aws, linux, numpy"
3083,Ishani Johal,Web Developer,M.Tech,1,"power bi, javascript, react, css"
3084,Warhi Batta,System Administrator,B.Tech,3,"aws, linux, django, excel"
3085,Aarna Banik,Software Engineer,M.Tech,6,"aws, c++, java"
3086,Bishakha Borra,Software Engineer,M.Tech,9,"aws, linux, java, numpy"
3087,Ryan Puri,AI Engineer,MCA,9,"aws, tableau, communication, numpy, python"
3088,Xalak Modi,Data Analyst,M.Tech,9,"data analysis, django, excel, python, pandas"
3089,Manbir Dass,Data Analyst,MCA,7,"python, django, sql, data analysis"
3090,Aachal Ramachandran,Software Engineer,M.Tech,10,"aws, c++, linux, java"
3091,Hemangini Sastry,Web Developer,MCA,4,"git, javascript, django, pandas"
3092,Zehaan Mangal,Web Developer,B.Sc,10,"html, excel, css"
3093,Agastya Shenoy,AI Engineer,B.Tech,10,"linux, git, machine learning, c++, python"
3094,Rayaan Misra,Software Engineer,MCA,0,"aws, linux, java, communication, numpy, django"
3095,Aishani Dora,Data Analyst,M.Tech,8,"communication, python, linux, excel"
3096,Bakhshi Seth,System Administrator,M.Tech,7,"aws, python, numpy"
3097,Raghav Mutti,Software Engineer,M.Tech,4,"aws, linux, django, java"
3098,Gavin Chaudhuri,Data Analyst,MCA,9,"python, linux, excel"
3099,Adya Baria,System Administrator,MCA,6,"aws, numpy"
3100,Brijesh Lad,Web Developer,M.Tech,7,"linux, html, git, excel, css"
3101,Balendra Mand,Web Developer,B.Tech,2,"numpy, javascript, pandas"
3102,Maya Sarraf,Data Analyst,B.Sc,9,"pandas, sql, data analysis"
3103,Amrita Verma,AI Engineer,B.Sc,2,"aws, c++, python, linux"
3104,Chatresh Chokshi,Data Scientist,B.Sc,8,"python, machine learning, power bi"
3105,Harrison Om,AI Engineer,B.Tech,4,"git, machine learning, communication, power bi, python"
3106,Jason Handa,Data Analyst,B.Tech,8,"django, excel, react"
3107,Chasmum Gade,AI Engineer,B.Tech,7,"aws, c++, python, git"
3108,Eiravati Narula,Web Developer,MCA,7,"html, linux, javascript"
3109,Isaiah Batta,Software Engineer,B.Sc,8,"aws, linux, java"
3110,Ekaja Bala,Data Scientist,B.Tech,6,"numpy, machine learning, excel, sql"
3111,Hritik Bansal,Software Engineer,MCA,5,"c++, react, java"
3112,Eshana Pant,Data Analyst,M.Tech,9,"aws, linux, data analysis, excel, sql"
3113,Banjeet Mukhopadhyay,System Administrator,B.Tech,4,"aws, linux, tableau"
3114,Chaitanya Prabhu,Software Engineer,B.Sc,9,aws
